itemId,title,price_value,price_currency,image_url,condition,category_name,seller_username,location,shortDescription,cluster_id
v1|135684516679|0,"Apple MacBook Air 13"" M4 chip 16GB RAM 256GB SSD Sky Blue MC6T4LL/A 2025 Model",829.00,USD,https://i.ebayimg.com/images/g/~iwAAOSwNCtn9ebr/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|276803014543|0,2024 Apple MacBook Air 13-inch M3 Chip 16GB RAM 256GB SSD Midnight MC8K4LL/A,769.00,USD,https://i.ebayimg.com/images/g/d2QAAOSwhTlnk8rQ/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|396655977275|0,"Apple MacBook Air 13.3"" M1 Chip 2020 8GB Ram 256GB Rose Gold - Screen Damage ",199.00,USD,https://i.ebayimg.com/images/g/BM8AAeSwQn9oNBzT/s-l225.jpg,For parts or not working,,babyspice_xo,891**,,9
v1|226681485259|0,"MacBook Pro 16"" Apple Laptop - FAST 512GB SSD - AMAZING 16 INCH + Warranty",600.00,USD,https://i.ebayimg.com/images/g/MQMAAOSw2BdoHRRI/s-l225.jpg,Good - Refurbished,,alpha_tech_store,551**,,9
v1|234367865493|0,"Apple MacBook Pro 15"" i7 Retina 1TB SSD 16GB 3.4Ghz Monterey - 3 Year Warranty",475.00,USD,https://i.ebayimg.com/images/g/sYAAAOSwGcBjhTyv/s-l225.jpg,Used,,payless4apple,841**,,9
v1|234712936080|0,13 Apple Macbook Pro Core i7 4.0GHz Turbo 256GB SSD 16GB A1706 TouchBar Warranty,419.00,USD,https://i.ebayimg.com/images/g/lhAAAOSwF0tjNKee/s-l225.jpg,Used,,payless4apple,841**,,9
v1|356680082922|0,"NEW 2023 Apple M2 MacBook Air 15"" 8GB 512GB Starlight A2941 w/ 1 Year Warranty",695.99,USD,https://i.ebayimg.com/images/g/FfkAAOSwYsVn-DoK/s-l225.jpg,Excellent - Refurbished,,tekdeals,920**,,9
v1|146505575774|0,"Apple MacBook Air 13"" M4 chip 16GB RAM 256GB SSD Midnight MW123LL/A 2025 Model",829.00,USD,https://i.ebayimg.com/images/g/OkkAAOSw-W5n9eW9/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|356845053153|0,MacBook Air 13-inch 2017 i5 8GB 128GB MQD32LL/A (macOS BigSur),125.00,USD,https://i.ebayimg.com/images/g/Ri8AAOSwBKRoEkI4/s-l225.jpg,Used,,applefixpros,956**,,9
v1|306320433807|0,16” MacBook Pro A2485 M1 Max 32gb 512gb SSD - FOR PARTS/REPAIR ONLY!,600.00,USD,https://i.ebayimg.com/images/g/EeMAAeSwmJpoM4R-/s-l225.jpg,For parts or not working,,austinstroup,750**,,9
v1|146505574762|0,"Apple MacBook Air 13"" M4 chip 16GB RAM 512GB SSD Midnight MW133LL/A 2025 Model",949.00,USD,https://i.ebayimg.com/images/g/p8sAAOSwRn1n9eWR/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|226757495704|0,"Apple MACBOOK PRO 15"" 16GB i7 3.7Ghz - RETINA 1TB SSD Monterey - 1 Year Warranty",450.00,USD,https://i.ebayimg.com/images/g/D5EAAOSwFQpoMLjN/s-l225.jpg,Used,,alpha_tech_store,551**,,9
v1|256793837833|0,Apple 2024 MacBook Pro 14-inch M4 Chip 16GB RAM 512GB SSD Space Black MW2U3LL/A,1289.00,USD,https://i.ebayimg.com/images/g/60gAAOSw8Ftnk-90/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|127133171094|0,MacBook Pro 16-inch 2019 + New OEM Battery - 2.3GHz/Radeon Pro 5500M/32GB/1TB,699.00,USD,https://i.ebayimg.com/images/g/b~AAAeSw6oNoMe75/s-l225.jpg,Used,,fitnessgadgetstore,912**,,9
v1|326600749519|0,"MacBook Pro M1 Max 10-Core CPU and 24-Core GPU 16"" (Late 2021) 2TB SSD (read)",1299.00,USD,https://i.ebayimg.com/images/g/RhkAAOSwv7poM88C/s-l225.jpg,Used,,jimmyd9er,921**,,9
v1|205352967465|0,"Apple MacBook Pro 13-inch 2.3GHz Core i5, 256GB - Space Gray - MPXT2LL/A",184.99,USD,https://i.ebayimg.com/images/g/PxwAAOSwbNVoJjKY/s-l225.jpg,Good - Refurbished,,r3newtech,339**,,9
v1|127135697298|0,"Apple 2021 MacBook Pro 16"" M1 Pro 16-Core GPU 32GB RAM 512GB SSD",849.99,USD,https://i.ebayimg.com/images/g/Rc0AAeSwJ1ZoM94E/s-l225.jpg,Used,,radified_techs,327**,,9
v1|365517596043|635324011606,"Apple MacBook Pro (16-inch, 2019) - 2.3GHz i9 - 32GB RAM - 2TB SSD - Good",537.99,USD,https://i.ebayimg.com/images/g/FHsAAOSwcBBmdKfh/s-l225.jpg,Good - Refurbished,,ltdealsdirect,112**,,9
v1|296774601826|0,"APPLE 2019 Macbook Pro A2141 16"" I7-9750H@2.60GHz 16GB/512G Pro 5300M MVVL2LL/A",389.99,USD,https://i.ebayimg.com/images/g/fHcAAeSwS5tnumO3/s-l225.jpg,Used,,luckywolf29,076**,,9
v1|256443550241|0,"MAXED!! Apple MacBook Air Retina 13"" + LOADED!! + 2023 OS + EXTRAS! + 256 GB SSD",631.75,USD,https://i.ebayimg.com/images/g/aRoAAOSwPkBjX-Ck/s-l225.jpg,Used,,jre3533,780**,,9
v1|234862876093|0,"15"" Apple MacBook Pro - 3.8Ghz Turbo i7 16GB 256GB SSD Touch Bar - 1 Yr Warranty",475.00,USD,https://i.ebayimg.com/images/g/uxcAAOSwKqBnJsNX/s-l225.jpg,Used,,payless4apple,841**,,9
v1|234725323100|0,Apple MacBook Pro 15 inch Touch Bar 1TB SSD 16GB i7 3.6ghz Space Gray - Warranty,549.00,USD,https://i.ebayimg.com/images/g/sbEAAOSwHvJjJ37f/s-l225.jpg,Used,,payless4apple,841**,,9
v1|365518359048|0,"Apple MacBook Air 15"" M4 chip 16GB RAM 512GB SSD Midnight MW1M3LL/A 2025 Model",1139.00,USD,https://i.ebayimg.com/images/g/DiIAAOSwwH9n9eap/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|157007393251|0,"2021 MacBook Pro M1 Pro 16"" 10-Core CPU @3.2GHz 16-Core GPU 32GB RAM 1TB SSD",984.99,USD,https://i.ebayimg.com/images/g/LfkAAOSw1m9oLJrm/s-l225.jpg,Good - Refurbished,,smgusa,300**,,9
v1|167532545457|0,"Apple MacBook Pro 14"" M1 Pro / 16 GB / 512 GB  /   Very Good / 1 YR WARRANTY",775.00,USD,https://i.ebayimg.com/images/g/yIQAAOSwhQtoL4MC/s-l225.jpg,Very Good - Refurbished,,mackshack1984,891**,,9
v1|167374593122|467022440249,"Apple MacBook Pro M3 14.2"" 8-CoreCPU 10-CoreGPU 2023 8GB RAM 1TB SSD - Excellent",955.00,USD,https://i.ebayimg.com/images/g/0bUAAOSwXdJoAr4J/s-l225.jpg,Excellent - Refurbished,,guaranteecellular,070**,,9
v1|146450080054|0,"Apple MacBook Air M1 2020 13"" (A2337) | M1 8-Core 3.20GHz | 16GB RAM | 512GB SSD",549.99,USD,https://i.ebayimg.com/images/g/~tkAAeSwrXpn1HBG/s-l225.jpg,Open box,,alphapc06,300**,,9
v1|365320055015|0,2024 Apple MacBook Air 15-inch M3 Chip 16GB RAM 256GB SSD Space Gray MC9D4LL/A,859.00,USD,https://i.ebayimg.com/images/g/lc8AAOSwyMZndx3K/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|234346994063|0,MacBook Pro 15 Inch 1 TB SSD 16 GB i7 3.40Ghz Apple Retina Big Sur 3yr Warranty,449.00,USD,https://i.ebayimg.com/images/g/tLEAAOSwzOJjKIz4/s-l225.jpg,Used,,payless4apple,841**,,9
v1|286468914873|0,2019 MacBook Air  13in i5-8210Y 1.6 GHz 128GB 8GB RAM MVFH2LL,252.00,USD,https://i.ebayimg.com/images/g/UukAAOSwFoJn8~Wk/s-l225.jpg,Used,,lampysellsit,730**,,9
v1|365320037712|0,2024 Apple MacBook Air 15-inch M3 Chip 16GB RAM 256GB SSD Midnight MC9G4LL/A,879.00,USD,https://i.ebayimg.com/images/g/RbIAAOSwrvNndxez/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|267262785363|0,3X 2017 MacBook Air OS X Ventura ,265.00,USD,https://i.ebayimg.com/images/g/67oAAeSwp29oM7F9/s-l225.jpg,For parts or not working,,rivercitycomputer,836**,,9
v1|365349140559|0,Apple MacBook Air 13-inch M2 Chip 16GB RAM 256GB SSD Midnight MC7X4LL/A,719.00,USD,https://i.ebayimg.com/images/g/PBgAAOSwwBJniq1T/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|156323378635|457376440578,"Apple MacBook Air 13"" M1 2020 All Storage 8GB 16GB RAM Gray Gold Silver - Good",535.99,USD,https://i.ebayimg.com/images/g/doMAAOSwWglmo~J8/s-l225.jpg,Good - Refurbished,,cellularprofessor,600**,,9
v1|276476250129|0,MacBook Air 13-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Space Gray,879.00,USD,https://i.ebayimg.com/images/g/MUgAAOSwgmNmTkdP/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|156830817714|0,MacBook Air M1 Chip 13-inch 16GB 512GB SSD 8GPU Space Gray - OSX 2024 + WARRANTY,569.00,USD,https://i.ebayimg.com/images/g/9loAAOSwlWdnita2/s-l225.jpg,Excellent - Refurbished,,ectdata,981**,,9
v1|135712021563|0,"Apple MacBook Air 13"" M4 Chip 24GB RAM 512GB SSD Midnight MC6C4LL/A 2025 Model",1199.00,USD,https://i.ebayimg.com/images/g/w38AAOSwBm9oAdSh/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|276803028088|0,2024 Apple MacBook Air 13-inch M3 Chip 16GB RAM 256GB SSD Starlight MC8J4LL/A,779.00,USD,https://i.ebayimg.com/images/g/Bm4AAOSw9Rxnk8rY/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|226730446716|0,2020/2021 MacBook Pro 13 QUAD 3.8GHZ | 16GB RAM | 512GB SSD | Apple Laptop,499.00,USD,https://i.ebayimg.com/images/g/79EAAOSwcuJoGnOd/s-l225.jpg,Good - Refurbished,,alpha_tech_store,551**,,9
v1|356568337558|0,"Apple MacBook Pro 16"" M1 Max 64GB 1TB/24-Core GPU A2485 (Gray) - 1 Year Warranty",1439.99,USD,https://i.ebayimg.com/images/g/EwYAAOSw24Fnrkd2/s-l225.jpg,Excellent - Refurbished,,tekdeals,920**,,9
v1|405619575319|0,"Apple MacBook Air 13.3"" Laptop Apple M1 chip 16GB Memory 512GB SSD SPACE GRAY",549.99,USD,https://i.ebayimg.com/images/g/i-oAAeSwUzNny1kn/s-l225.jpg,Used,,surplusparts2005,300**,,9
v1|297344778539|0,"Apple MacBook Pro 16 M1 Max 10-Core CPU ,32core GPU, 32GB 1TB Silver 2021",1299.00,USD,https://i.ebayimg.com/images/g/0KsAAOSwKT1oGCbH/s-l225.jpg,Used,,rayxiaonet,900**,,9
v1|396654859375|0,"2021 Apple MacBook Pro 14.2"" 14 M1 Max 16C GPU 3.2GHz 16GB RAM 1TB SSD MKGQ3LL/A",899.95,USD,https://i.ebayimg.com/images/g/ZIkAAeSwUCpoM8I-/s-l225.jpg,Used,,toyoursucces,088**,,9
v1|135416476465|0,"Apple MacBook Pro 16"" Apple M4 Pro chip 24GB RAM 512GB SSD Space Black MX2X3LL/A",1898.00,USD,https://i.ebayimg.com/images/g/~3QAAOSwmwRnTd0x/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|285248579010|0,2019/20+ EXCELLENT MACBOOK PRO 16 TOUCHBAR 32GB RAM 1TB 8 CORE 5.0GHz i9 TURBO,683.06,USD,https://i.ebayimg.com/images/g/E60AAOSwUNVnoSnP/s-l225.jpg,Very Good - Refurbished,,highland-performance-systems,601**,,9
v1|167525229374|0,"FAST Apple 2020-2023 MacBook Pro 13"" M1 3.2GHz (8-Core GPU) 16GB RAM 512G SSD",625.00,USD,https://i.ebayimg.com/images/g/QNAAAOSwYEFoMMGX/s-l225.jpg,Very Good - Refurbished,,firsttechsystems,551**,,9
v1|364907576635|0,Apple MacBook Air 15-inch 2024 M3 / 8GB RAM / 256GB SSD / 10-Core GPU / Midnight,799.00,USD,https://i.ebayimg.com/images/g/ow0AAOSweCZmTlsv/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|146276802646|0,"Apple MacBook Pro 14"" M4 Pro chip 24GB RAM 512GB SSD Silver MX2E3LL/A 2024 Model",1599.00,USD,https://i.ebayimg.com/images/g/kDsAAOSwDaxnYP7l/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|365617611248|0,APPLE MACBOOK PRO BTO/CTO | INTEL CORE I9-9980HK | 512GB | 32GB RAM | SEQUOIA,424.99,USD,https://i.ebayimg.com/images/g/pAUAAOSwFCtoLgm9/s-l225.jpg,Used,,regencytechnologies,442**,,9
v1|226681501188|0,2020/2021 MacBook Pro 13 QUAD 3.8GHZ - 16GB RAM - 512GB SSD - 4TB3 Apple Laptop,499.00,USD,https://i.ebayimg.com/images/g/~lUAAOSwnMln~sih/s-l225.jpg,Good - Refurbished,,alpha_tech_store,551**,,9
v1|387922892452|0,"Apple MacBook Air 15"" Apple M3 chip 16GB RAM 256GB SSD Midnight MC9G4LL/A 2024",799.00,USD,https://i.ebayimg.com/images/g/5KkAAOSwJjtnqtSj/s-l225.jpg,Very Good - Refurbished,,preownedtech,,,9
v1|256520205430|0,MacBook Air 15-inch 2024 M3 / 16GB RAM / 512GB SSD / 10-Core GPU / Midnight,1029.00,USD,https://i.ebayimg.com/images/g/ow0AAOSweCZmTlsv/s-l225.jpg,Open box,,ipowerresale,930**,,9
v1|146505577818|0,"Apple MacBook Air 15"" M4 chip 16GB RAM 256GB SSD Sky Blue MC7A4LL/A 2025 Model",999.00,USD,https://i.ebayimg.com/images/g/qEYAAOSwM5Vn9eaB/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|365518344307|0,"Apple MacBook Air 15"" M4 chip 24GB RAM 512GB SSD Sky Blue MC7D4LL/A 2025 Model",1349.00,USD,https://i.ebayimg.com/images/g/AyEAAOSwaf9n9eOL/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|364904508462|0,"Apple MacBook Air 15"" M3 chip 16GB RAM 512GB SSD Starlight MXD33LL/A 2023 Model",999.00,USD,https://i.ebayimg.com/images/g/c~MAAOSw4NNmTCdb/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|335979832858|0,"Lenova Yoga 13 20175 Laptop 13"" Touchscreen Laptop For Parts",49.99,USD,https://i.ebayimg.com/images/g/m6AAAOSwh4JoNBJQ/s-l225.jpg,For parts or not working,,eastcoast-recycling,,,13
v1|356813585609|0,"2023 Apple M2 Max MacBook Pro 14"" A2779 32GB/512GB SSD (Space Gray) w/Warranty",1579.99,USD,https://i.ebayimg.com/images/g/cjkAAOSwzXtoE8ue/s-l225.jpg,Excellent - Refurbished,,tekdeals,920**,,9
v1|146323377617|445167744448,Apple MacBook Air M3 15.3in 8-CoreCPU 10-CoreGPU 2024 8GB RAM 256GB SSD,785.00,USD,https://i.ebayimg.com/images/g/nbIAAOSwupJoI3mA/s-l225.jpg,Excellent - Refurbished,,guaranteecellular,070**,,9
v1|167284676401|0,"2024 OSX | MacBook Pro 13"" Touch Bar 2020 - i7 16GB RAM 512GB SSD + WARRANTY",549.00,USD,https://i.ebayimg.com/images/g/G6IAAOSwlwNnm-MU/s-l225.jpg,Excellent - Refurbished,,ectdata,981**,,9
v1|226741414630|0,"Apple Macbook Air M2 2022 13"" 8-Core CPU 10-Core GPU 1TB SSD 16gb Ram Gray",789.99,USD,https://i.ebayimg.com/images/g/o9MAAeSwzM5oHPNO/s-l225.jpg,Excellent - Refurbished,,loop-mobile,474**,,9
v1|177124986302|0,"Apple 2020 MacBook Pro 13"" 2GHz Quad-Core i5 16GB RAM 512GB",399.95,USD,https://i.ebayimg.com/images/g/LIIAAeSwPAdoM30q/s-l225.jpg,Used,,abitemss,952**,,9
v1|376058360613|0,"Apple 64GB 1TB M1 Max MacBook Pro 16"" (Silver) - A2485 2021   w/1 Year Warranty",1439.99,USD,https://i.ebayimg.com/images/g/NxsAAOSw8Bdnzy-C/s-l225.jpg,Excellent - Refurbished,,tekdeals,920**,,9
v1|146578203245|0,"Apple 2017 15"" MacBook Pro 2.9GHz i7 16GB 512GB Touch Bar GPU 560 * Bad Battery",210.00,USD,https://i.ebayimg.com/images/g/c5oAAOSwOhZmjwIW/s-l225.jpg,Used,,northbaysell,946**,,9
v1|405017163595|0,"SEQUOIA - Apple MacBook Pro 15"" 1TB SSD 16GB i7 3.40Ghz Retina - ALLSTATE",489.51,USD,https://i.ebayimg.com/images/g/TK0AAOSwm4Vmltut/s-l225.jpg,Very Good - Refurbished,,roscoe-and-associates,601**,,9
v1|267263018340|0,"Apple MacBookPro A1707 15.4"" i7-7700HQ  2.8GHz 16GB 256GB SSD Touch Bar Ventura ",245.00,USD,https://i.ebayimg.com/images/g/sPIAAOSwKtZoM~Do/s-l225.jpg,Used,,bfrank00075zb9,971**,,9
v1|235967323770|0,APPLE MACBOOK PRO 16 TOUCHBAR 64GB RAM SSD 8 CORE 5.0GHz i9 - NEWEST OS,750.00,USD,https://i.ebayimg.com/images/g/r6kAAOSw0eJnwOTr/s-l225.jpg,Very Good - Refurbished,,bit-by-bit-electronics,551**,,9
v1|197149793176|0,"Apple MacBook Pro 16"" (i9 2.3GHz, 1TB SSD) (Late 2019, MVVK2LL/A) - Space Gray",564.95,USD,https://i.ebayimg.com/images/g/RhEAAeSwiJJn5GJB/s-l225.jpg,Excellent - Refurbished,,6ave,088**,,9
v1|187180400830|0,2019 Apple MacBook Pro Touch 16 inch 2.6GHz 6 Core i7 32 GB 512GB SSD Silver,419.95,USD,https://i.ebayimg.com/images/g/P3UAAOSws9ZoBtFw/s-l225.jpg,Good - Refurbished,,macblowouts,951**,,9
v1|156171886224|0,"Apple MacBook Pro 13"" Late 2020 M1 1TB SSD 16GB RAM Space Gray - Good",609.99,USD,https://i.ebayimg.com/images/g/8VgAAOSwkypmIBp8/s-l225.jpg,Good - Refurbished,,cellularprofessor,600**,,9
v1|376245268549|0,"2021 Apple M1 Max MacBook Pro 16"" 64GB/4TB (Space Gray) A2485 - w/Year Warranty",1764.99,USD,https://i.ebayimg.com/images/g/3DcAAOSwpcNoI6Je/s-l225.jpg,Very Good - Refurbished,,tekdeals,920**,,9
v1|365298080462|0,"Apple MacBook Air 13"" M2 chip 16GB RAM 256GB SSD Space Gray MC7U4LL/A 2022 Model",699.00,USD,https://i.ebayimg.com/images/g/T3IAAOSw-1lnZgEn/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|376077649483|0,"New 2023 Apple M3 MacBook Pro 14"" 8GB 1TB (Space Gray) A2918 w/Warranty",1099.00,USD,https://i.ebayimg.com/images/g/bRsAAOSw5Cln~9iz/s-l225.jpg,New,,tekdeals,920**,,9
v1|333073810327|543504678836,"Apple Macbook Pro 13"" Laptop | UPGRADED i5 16GB RAM | 1TB HD | MacOS | WARRANTY",199.00,USD,https://i.ebayimg.com/images/g/pQIAAOSweTNmqVcs/s-l225.jpg,Used,,meepo-tek,951**,,9
v1|286593701267|0,"APPLE M1 2020 MacBookAir  ""M1"" 8 CPU/8 GPU13 MGN73LL/A  A2337 16GB RAM 512GB SSD",300.00,USD,https://i.ebayimg.com/images/g/lJwAAOSwscJoLLJc/s-l225.jpg,For parts or not working,,btcsales0,600**,,9
v1|296944587646|0,Apple MacBook Pro 16 M1 Max 10-Core 64GB 1TB Silver 2021 - Used Excellent,1399.99,USD,https://i.ebayimg.com/images/g/Q18AAeSwf9xn4uum/s-l225.jpg,Used,,omahablue,112**,,9
v1|144692239542|0,Apple Macbook Air 13.6 M2 Chip 8GB RAM 512GB SSD Space Gray MLXX3LL/A 2022 Model,699.00,USD,https://i.ebayimg.com/images/g/U4sAAOSw3Nplg29M/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|364000470927|0,"Apple Macbook Air 13.6"" M2 Chip 8GB RAM 512GB SSD Midnight MLY43LL/A 2022 Model",699.00,USD,https://i.ebayimg.com/images/g/35IAAOSwqmRjOMYI/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|365333456713|0,"Apple 2020 MacBook Pro 13"" M1 3.2GHz (8-Core GPU) 8GB RAM 512GB SSD - Very good",519.99,USD,https://i.ebayimg.com/images/g/AhAAAOSwsg5mvi3z/s-l225.jpg,Very Good - Refurbished,,josstec,038**,,9
v1|356512955323|0,"New 2023 Apple M3 MacBook Pro 14"" 8GB 1TB (Space Gray) A2918 w/Warranty",1019.99,USD,https://i.ebayimg.com/images/g/ockAAOSwb-ln~9g7/s-l225.jpg,Excellent - Refurbished,,tekdeals,920**,,9
v1|146480538284|0,"2015 Apple MacBook Air 13.3"" i5 1.60GHz/8GB/256GB SSD - A1466 w/1 Year Warranty",132.99,USD,https://i.ebayimg.com/images/g/CxwAAOSwm8Zn5uUQ/s-l225.jpg,Good - Refurbished,,tekdeals,920**,,9
v1|146257247830|0,"Apple MacBook Air 13"" Apple M2 chip 16GB RAM 256GB SSD Starlight MC7W4LL/A 2022",699.00,USD,https://i.ebayimg.com/images/g/3QYAAOSw9uVnVv0T/s-l225.jpg,Open box,,quickshipelectronics,,,9
v1|256946675674|0,"Apple Macbook Pro 2019 Touchbar 16"" A2141 i9 8 core 2.4GHz 64GB RAM 1TB SSD",630.00,USD,https://i.ebayimg.com/images/g/GiIAAOSw5-ZoM4yu/s-l225.jpg,Used,,tahoerun,950**,,9
v1|296943817455|0,"Apple 2021 MacBook Pro 14"" M1 Pro (14-Core GPU) 16GB RAM 512GB SSD Very good",809.99,USD,https://i.ebayimg.com/images/g/GiAAAOSwFO9m4fQy/s-l225.jpg,Very Good - Refurbished,,irenewtech,038**,,9
v1|146584542701|0,"2023 Apple M3 Max MacBook Pro 14"" 36GB/1TB SSD (Space Black) A2992 - w/Warranty",1889.99,USD,https://i.ebayimg.com/images/g/S6sAAOSwls5oJizu/s-l225.jpg,Very Good - Refurbished,,tekdeals,920**,,9
v1|187238983766|0,"Apple MacBook Air 13"" M2 A2681 2022 8GB LPDDR5 256GB SSD Blue-C/See Photo, Descr",472.50,USD,https://i.ebayimg.com/images/g/21kAAOSwm49oLHjB/s-l225.jpg,Used,,mrdevices,322**,,9
v1|197267985507|0,"Apple MacBook Air - 13.3"" - M1 Chip - 8GB RAM - 256GB 8GB - Gold",485.49,USD,https://i.ebayimg.com/images/g/BTIAAeSwJyFoEV6E/s-l225.jpg,Excellent - Refurbished,,6ave,088**,,9
v1|226688531052|0,Apple MacBook Pro 13 inch - 3.4GHZ i7 TURBO - 256GB SSD - Warranty,299.00,USD,https://i.ebayimg.com/images/g/oeIAAOSwvdZoLhls/s-l225.jpg,Used,,alpha_tech_store,551**,,9
v1|297032962778|594719087654,Apple MacBook Pro 2021 A2485 16in M1 Max 32 Core GPU 32GB RAM 1TB SSD Very Good,1230.85,USD,https://i.ebayimg.com/images/g/eskAAOSwaxhntQwz/s-l225.jpg,Very Good - Refurbished,,supplytronics,660**,,9
v1|235196335839|0,Apple MacBook Pro 15 in i7 6-Core SEQUOIA Touch Bar 256GB SSD 16GB 1 YR Warranty,519.00,USD,https://i.ebayimg.com/images/g/wDUAAOSwTY9nJrsQ/s-l225.jpg,Used,,payless4apple,841**,,9
v1|296782388348|0,"Apple MacBook Air A2337 (Late 2020) Laptop 13"" M1 CPU 16GB RAM 256 SSD Gray",479.99,USD,https://i.ebayimg.com/images/g/ULsAAOSwlPlkd0kb/s-l225.jpg,Used,,luckywolf29,076**,,9
v1|135512505044|0,"Apple MacBook Air Core i7 2.2GHz 8GB RAM 256GB SSD 13"" Z0UU1LL/A (2017) - Good",194.97,USD,https://i.ebayimg.com/images/g/q0MAAOSwiKRnkVT8/s-l225.jpg,Good - Refurbished,,poweredbytek,296**,,9
v1|177106954887|0,"Apple MacBook Pro 2018 13"" A1989 i5-8259U 16GB LPDDR3 256GB SSD Silver-Good",237.60,USD,https://i.ebayimg.com/images/g/T7QAAOSwezBoK0jG/s-l225.jpg,Used,,mrdevices,322**,,9
v1|126897408705|0,"Apple MacBook Air Apple M1 8-Core CPU 8GB RAM 128GB SSD 13"" MGN83LL/A 2020 Good",424.97,USD,https://i.ebayimg.com/images/g/SYIAAOSwIo9nkUb9/s-l225.jpg,Good - Refurbished,,poweredbytek,296**,,9
v1|232758366836|0,"15"" Apple MacBook Pro - 3.8Ghz Turbo i7 16GB 512GB SSD Touch Bar - 1 Yr Warranty",499.00,USD,https://i.ebayimg.com/images/g/3PoAAOSw~GZnJsOD/s-l225.jpg,Used,,payless4apple,841**,,9
v1|365558025214|635359383501,"Apple MacBook Air (15-inch, M3, 2024) 8GB RAM - 256GB SSD 10-core GPU- Excellent",769.99,USD,https://i.ebayimg.com/images/g/ebcAAOSwStloCUmJ/s-l225.jpg,Excellent - Refurbished,,ltdealsdirect,112**,,9
